ID;URL;Источник_сбора;Поисковый_запрос_тип;Позиция_в_выдаче;Заголовок;Домен;P1_Релевантность;P2_Научность;P3_Актуальность;P4_Достоверность;P5_Практическая_ценность;ИКМ;Класс_качества;Тип_источника;DOI;Год
EDUCATION_031;https://www.gartner.com/reviews/market/higher-education-learning-management-systems;google;education_google_31;3;Best Higher Education Learning Management Systems Reviews 2026;www.gartner.com;7;7;10;7;5;7.2;средний;industry;Нет;2026
EDUCATION_032;https://teachers.institute/operational-dimensions-education/decision-making-education-overview;google;education_google_20;3;Decision-Making in Education: A Comprehensive Overview;teachers.institute;8;5;9;5;5;6.4;средний;blog;Нет;2024
EDUCATION_033;https://www.dreamclass.io/what-is-a-student-information-system-sis;google;education_google_41;3;What is a Student Information System (SIS)?;www.dreamclass.io;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_034;https://pmc.ncbi.nlm.nih.gov/articles/PMC9981249;google;education_google_30;4;Developing faculty EdTech instructional decision-making;pmc.ncbi.nlm.nih.gov;7;9;8;9;5;7.6;средний;academic;Нет;2023
EDUCATION_035;https://www.my-mooc.com/en/categorie/data-analysis;google;education_google_43;4;Learn with MOOCs about Data Analysis;www.my-mooc.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_036;https://www.ijser.in/archives/v2i3/SjIwMTMxNTg=.pdf;google;education_google_1;4;Education and Role of Media in Education System;www.ijser.in;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_037;https://jtit.polije.ac.id/index.php/jtit/article/view/434;google;education_google_42;4;Educational Data Mining for Student Academic Performance;jtit.polije.ac.id;6;5;9;5;5;6.0;средний;blog;Нет;2024
EDUCATION_038;https://www.unesco.org/en/digital-education;google;education_google_21;4;Digital learning and transformation of education;www.unesco.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_039;https://www.coursera.org/articles/data-analysis-tools;google;education_google_32;4;15 Data Analysis Tools and When to Use Them - Coursera;www.coursera.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_040;https://en.wikipedia.org/wiki/Adaptive_learning;google;education_google_40;4;Adaptive learning;en.wikipedia.org;6;5;6;5;6;5.6;низкий;blog;Нет;2024
EDUCATION_041;https://blog.zoola.io/zoola-elearning-analytics-blog/six-key-components-of-a-learning-analytics-framework;google;education_google_22;4;Six Key Components of a Learning Analytics Framework;blog.zoola.io;6;5;8;5;5;5.8;низкий;blog;Нет;2023
EDUCATION_042;https://www.gethownow.com/blog/top-5-learning-management-systems-of-2026;google;education_google_31;4;Top 5 Learning Management Systems of 2026 - HowNow;www.gethownow.com;8;5;10;5;5;6.6;средний;blog;Нет;2026
EDUCATION_043;https://www.researchgate.net/publication/375498147_Educational_Decision-Making-a_Case_Study;google;education_google_20;4;(PDF) Educational Decision-Making–a Case Study;www.researchgate.net;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_044;https://learn.microsoft.com/en-us/microsoft-365/education/guide/1-reference/baseline-reference-sis;google;education_google_41;4;Student Information Systems (SIS) - M365 Education;learn.microsoft.com;9;7;10;7;5;7.6;средний;industry;Нет;2025
EDUCATION_045;https://www.sciencedirect.com/science/article/pii/S2950550X25000354;google;education_google_30;5;Decision-making criteria for AI tools in digital education;www.sciencedirect.com;9;9;10;9;5;8.4;высокий;academic;Нет;2025
EDUCATION_046;https://edtechmagazine.com/higher/article/2014/02/comparison-five-free-mooc-platforms-educators;google;education_google_43;5;A Comparison of Five Popular MOOC Platforms for Educators;edtechmagazine.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_047;https://opentextbc.ca/teachinginadigitalage/part/9-pedagogical-differences-between-media;google;education_google_1;5;the SECTIONS model – Teaching in a Digital Age;opentextbc.ca;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_048;https://www.sciencedirect.com/topics/computer-science/educational-data-mining;google;education_google_42;5;Educational Data Mining - an overview;www.sciencedirect.com;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_049;https://fmit.vn/en/glossary/educational-technology-and-digital-learning-in-education-la-gi;google;education_google_21;5;Educational Technology and Digital Learning in Education;fmit.vn;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_050;https://learningsciences.smu.edu/blog/learning-analytics-tools;google;education_google_32;5;Top learning analytics tools for modern educators;learningsciences.smu.edu;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_051;https://www.coursera.org/articles/adaptive-learning;google;education_google_40;5;What Is Adaptive Learning?;www.coursera.org;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_052;https://www.researchgate.net/publication/335543522_Learning_Analytics_Framework_for_Adaptive_E-learning_System_to_Monitor_the_Learner%27s_Activities;google;education_google_22;5;(PDF) Learning Analytics Framework for Adaptive E-;www.researchgate.net;6;9;6;9;5;7.0;средний;academic;Нет;2024
EDUCATION_053;https://www.elucidat.com/blog/top-elearning-lms-platforms;google;education_google_31;5;What Are The Best LMS Training Platforms For Employees? - Elucidat;www.elucidat.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_054;https://www.eastern.edu.au/unit/ed521-educational-decision-making;google;education_google_20;5;ED521 Educational Decision Making;www.eastern.edu.au;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_055;https://www.blackbaud.com/industry-insights/glossary/what-is-a-student-information-system-sis;google;education_google_41;5;What is a Student Information System (SIS)?;www.blackbaud.com;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_056;https://mis.alagappauniversity.ac.in/siteAdmin/dde-admin/uploads/4/__UG_B.Ed._Education_70141%20-%20Educational%20Technology_4262.pdf;google;education_google_30;6;UNIT- I CONCEPT OF EDUCATIONAL TECHNOLOGY;mis.alagappauniversity.ac.in;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_057;https://www.esri.com/training/mooc;google;education_google_43;6;Esri MOOCs | Discover What's Possible with ArcGIS;www.esri.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_058;https://www.linkedin.com/pulse/role-media-literacy-decision-making-gijo-k-john-;google;education_google_1;6;The Role Of Media Literacy In Decision Making;www.linkedin.com;8;5;6;5;5;5.8;низкий;media;Нет;2024
EDUCATION_059;https://www.emerald.com/idd/article/52/2/149/1213144/Educational-data-mining-and-learning-analytics-a;google;education_google_42;6;Educational data mining and learning analytics: a review of;www.emerald.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
EDUCATION_060;https://www.twinkl.com.vn/teaching-wiki/digital-learning;google;education_google_21;6;Digital Learning – Technology – Uses in Education;www.twinkl.com.vn;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_061;https://www.usf.edu/ods/data-tools/academic_analytics.aspx;google;education_google_32;6;Tools - Academic Analytics - University of South Florida;www.usf.edu;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_062;https://solaresearch.org/wp-content/uploads/hla22/HLA22_Chapter_23_Scheffel.pdf;google;education_google_22;6;Chapter 23: Learning Analytics Policies;solaresearch.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_063;https://raccoongang.com/blog/lms-comparison-what-lms-suits-your-needs-best;google;education_google_31;6;LMS Comparison 2026: Which LMS Fits Your Needs Best?;raccoongang.com;7;5;10;5;5;6.4;средний;blog;Нет;2026
EDUCATION_064;https://distriktssenteret.no/wp-content/uploads/2020/09/Educational-Decision-MakingThe-Significance-of-Class-and-Context.pdf;google;education_google_20;6;Educational Decision-Making;distriktssenteret.no;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_065;https://www.itgsolutions.com/en/solutions/education/eduwave-higher-education/student-information-system-sis;google;education_google_41;6;Student Information System (SIS) Software | EduWave®;www.itgsolutions.com;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_066;https://pedagogie-digitala.ro/educational-decision-making-in-digital-education-a-conceptual_review;google;education_google_30;7;Educational Decision-Making in Digital Education;pedagogie-digitala.ro;9;5;10;5;5;6.8;средний;blog;Нет;2025
EDUCATION_067;https://groups.csail.mit.edu/EVO-DesignOpt/groupWebSite/uploads/Site/prestonThompson.pdf;google;education_google_43;7;MOOCviz 2.0: A Collaborative MOOC Analytics Visualization;groups.csail.mit.edu;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_068;https://www.researchgate.net/publication/290908697_Media_and_Policy_in_Education;google;education_google_1;7;(PDF) Media and Policy in Education;www.researchgate.net;6;9;6;9;5;7.0;средний;academic;Нет;2024
EDUCATION_069;https://thesai.org/Publications/ViewPaper?Volume=11&Issue=4&Code=IJACSA&SerialNo=94;google;education_google_42;7;Educational Data Mining Applications and Techniques;thesai.org;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_070;https://link.springer.com/subjects/digital-education-and-educational-technology;google;education_google_21;7;Digital Education and Educational Technology - Springer;link.springer.com;8;9;6;9;6;7.6;средний;academic;Нет;2024
EDUCATION_071;https://www.classter.com/blog/edtech/analytics-tools-in-school-management-systems-for-higher-education;google;education_google_32;7;Analytics Tools in School Management Systems for Higher Education;www.classter.com;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_072;https://www.flowsparks.com/resources/adaptive-learning-technology;google;education_google_40;7;Adaptive learning technology explained: Benefits;www.flowsparks.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_073;https://www.jstor.org/stable/48707972;google;education_google_22;7;A Learning Analytics Framework Based on Human-;www.jstor.org;6;5;8;5;5;5.8;низкий;blog;Нет;2023
EDUCATION_074;https://www.docebo.com/learning-network/blog/enterprise-lms;google;education_google_31;7;15 Best Enterprise Learning Management Systems - Docebo;www.docebo.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_075;https://alliancefordecisioneducation.org/what-is-decision-education;google;education_google_20;7;What is Decision Education?;alliancefordecisioneducation.org;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_076;https://jenzabar.com/question/what-is-a-student-information-system;google;education_google_41;7;What is a Student Information System? - Jenzabar;jenzabar.com;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_077;https://files.eric.ed.gov/fulltext/ED602951.pdf;google;education_google_30;8;EdTech Decision-making in Higher Education - ERIC;files.eric.ed.gov;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_078;https://www.sciencedirect.com/science/article/pii/S0360131521003031;google;education_google_43;8;Large scale analytics of global and regional MOOC providers;www.sciencedirect.com;7;9;7;9;5;7.4;средний;academic;Нет;2022
EDUCATION_079;https://mediasmarts.ca/digital-media-literacy/general-information/digital-media-literacy-fundamentals/what-media%C2%A0education;google;education_google_1;8;What is Media Education?;mediasmarts.ca;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_080;https://journal.unj.ac.id/unj/index.php/jrpms/article/view/26575;google;education_google_42;8;Learning Analytics dan Educational Data Mining pada;journal.unj.ac.id;7;5;7;5;5;5.8;низкий;blog;Нет;2022
EDUCATION_081;https://alterainstitute.com/blog/what-is-digital-education;google;education_google_21;8;What is Digital Education?;alterainstitute.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_082;https://aire.ku.edu/academic-analytics;google;education_google_32;8;Academic Analytics | Analytics, Institutional Research, & Effectiveness;aire.ku.edu;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_083;https://www.idreameducation.org/blog/adaptive-learning-technology-for-schools;google;education_google_40;8;Adaptive Learning Technology;www.idreameducation.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_084;https://pollution.sustainability-directory.com/term/learning-analytics-frameworks;google;education_google_22;8;Learning Analytics Frameworks → Term;pollution.sustainability-directory.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_085;https://www.joomlms.com/learning-management-system-comparison.html;google;education_google_31;8;Learning Management Systems Comparison| JoomlaLMS;www.joomlms.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_086;https://peatc.org/educational-decision-making-overview;google;education_google_20;8;Educational Decision-Making – Overview;peatc.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_087;https://www.classe365.com/blog/understanding-student-information-systems-in-modern-education;google;education_google_41;8;Student Information Systems in Modern Education;www.classe365.com;9;5;10;5;5;6.8;средний;blog;Нет;2025
EDUCATION_088;https://www.academia.edu/33355802/EdTech_Decision_making_in_Higher_Education_Summary_pdf_2017_;google;education_google_30;9;EdTech Decision-making in Higher Education_Summary.;www.academia.edu;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_089;https://eldalab.in;google;education_google_43;9;e-Learning & Data Analytics Lab – IIIT Kota;eldalab.in;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_090;https://thejournal.com/articles/2025/07/30/teaching-media-literacy-start-by-teaching-decision-making.aspx;google;education_google_1;9;Teaching Media Literacy? Start by Teaching Decision-;thejournal.com;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_091;https://educationaldatamining.org;google;education_google_42;9;Educational Data Mining;educationaldatamining.org;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_092;https://www.digitaleducationcouncil.com;google;education_google_21;9;Digital Education Council | Home;www.digitaleducationcouncil.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_093;https://ischool.syracuse.edu/data-analytics-tools;google;education_google_32;9;Top 15 Data Analytics Tools You Should Be Using in 2025;ischool.syracuse.edu;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_094;https://journal.alt.ac.uk/index.php/rlt/article/view/3127/3184;google;education_google_22;9;Exploring learning analytics practices and their benefits;journal.alt.ac.uk;6;5;10;5;6;6.4;средний;blog;Нет;2025
EDUCATION_095;https://www.capterra.com/learning-management-system-software;google;education_google_31;9;Best Learning Management System Software 2026 | Capterra;www.capterra.com;7;5;10;5;5;6.4;средний;blog;Нет;2026
EDUCATION_096;https://www.jstor.org/stable/10.1086/655751;google;education_google_20;9;The Structure of Educational Decision Making and;www.jstor.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_097;https://goedmo.com/blog/what-is-student-information-system-5-best-examples;google;education_google_41;9;What is Student Information System: 5 Best Examples - EDMO;goedmo.com;9;5;10;5;5;6.8;средний;blog;Нет;2025
EDUCATION_098;https://edtechmagazine.com/higher/article/2024/04/why-faculty-should-be-part-technology-decision-making;google;education_google_30;10;Why Faculty Should Be Part of Technology Decision-Making;edtechmagazine.com;8;5;9;5;6;6.6;средний;blog;Нет;2024
EDUCATION_099;https://link.springer.com/article/10.1007/s12528-024-09413-5;google;education_google_43;10;Integrating actionable analytics into learning design for;link.springer.com;6;9;6;9;6;7.2;средний;academic;Нет;2024
EDUCATION_100;https://alliancefordecisioneducation.org/wp-content/uploads/2024/10/Decision-Education-and-Media-Literacy.pdf;google;education_google_1;10;Decision Education and Media Literacy;alliancefordecisioneducation.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_101;https://www.cmu.edu/datalab/getting-started/what-is-edm.html;google;education_google_42;10;What is Educational Data Mining (EDM)? - What is EDM? - DataLab;www.cmu.edu;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_102;https://www.sciencedirect.com/science/article/pii/S2666412722000137;google;education_google_21;10;Understanding the role of digital technologies in education;www.sciencedirect.com;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_103;https://www.gartner.com/reviews/market/higher-education-analytics-platforms;google;education_google_32;10;Best Higher Education Analytics Platforms Reviews 2026;www.gartner.com;7;7;10;7;5;7.2;средний;industry;Нет;2026
EDUCATION_104;https://educationaltechnology.net/adaptive-learning-what-is-it-what-are-its-benefits-and-how-does-it-work;google;education_google_40;10;Adaptive Learning: What is It, What are its Benefits and How;educationaltechnology.net;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_105;https://ieeexplore.ieee.org/document/9988517;google;education_google_22;10;Learner Modeling Framework Based on Learning Analytics;ieeexplore.ieee.org;8;9;7;9;5;7.6;средний;academic;Нет;2022
EDUCATION_106;https://www.ispring.com/knowledge-hub/enterprise-lms;google;education_google_31;10;The 12 Best Enterprise LMS Platforms in 2026;www.ispring.com;6;5;10;5;5;6.2;средний;blog;Нет;2026
EDUCATION_107;https://www.decisioneducation.org;google;education_google_20;10;The Decision Education Foundation | DEF;www.decisioneducation.org;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_108;https://softwareconnect.com/roundups/best-student-information-systems;google;education_google_41;10;8 Best Student Information Systems (SIS) 2025 - Software Connect;softwareconnect.com;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_109;https://ci.unt.edu/tcet/research-projects/educational-data-mining-and-learning-analytics.html;scholar;education_scholar_41;1;Educational Data Mining and Learning Analytics;ci.unt.edu;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_110;https://www.researchgate.net/publication/377098390_Decision_Support_Systems_in_Education_A_Revolutionary_Approach_to_Teaching_and_Learning;scholar;education_scholar_20;1;Decision Support Systems in Education: A Revolutionary;www.researchgate.net;10;9;8;9;6;8.4;высокий;academic;Нет;2023
EDUCATION_111;https://www.researchgate.net/publication/384104309_Digital_Media_Literacy_Education_And_Social_Development_A_Study_On_The_Need_Of_Digital_Media_Literacy_Education_Among_The_School_Students_Of_Tonk_District_Of_Rajasthan_State_In_India;scholar;education_scholar_1;1;A Study On The Need Of Digital Media Literacy Education Among The School Students Of Tonk District O;www.researchgate.net;9;9;9;9;5;8.2;высокий;academic;Нет;2024
EDUCATION_112;https://www.kaggle.com/datasets/programmer3/adaptive-learning-personalization-dataset;scholar;education_scholar_40;1;Adaptive Learning Personalization Dataset;www.kaggle.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_113;https://pubmed.ncbi.nlm.nih.gov/35399780;scholar;education_scholar_30;1;Educational Technology Adoption: A systematic review;pubmed.ncbi.nlm.nih.gov;8;5;7;5;5;6.0;средний;blog;Нет;2022
EDUCATION_114;https://www.researchgate.net/publication/310500858_Academic_decision_making_model_for_higher_education_institutions_using_learning_analytics;scholar;education_scholar_21;1;Academic decision making model for higher education;www.researchgate.net;8;9;10;9;5;8.2;высокий;academic;Нет;2026
EDUCATION_115;https://www.sciencedirect.com/science/article/pii/S1877050925008543;scholar;education_scholar_31;1;Academic Performance Analysis of Diploma Students;www.sciencedirect.com;6;9;10;9;5;7.8;средний;academic;Нет;2025
EDUCATION_116;https://www.sciencedirect.com/science/article/pii/S2666920X24000456;scholar;education_scholar_20;2;Data mining-based decision support system for;www.sciencedirect.com;9;9;9;9;5;8.2;высокий;academic;Нет;2024
EDUCATION_117;https://www.frontiersin.org/journals/education/articles/10.3389/feduc.2024.1379755/full;scholar;education_scholar_1;2;How schoolchildren use digital media in class and outside of school over several weeks: a quantitati;www.frontiersin.org;7;9;9;9;5;7.8;средний;academic;Нет;2024
EDUCATION_118;https://www.researchgate.net/publication/391278918_Key_factors_influencing_educational_technology_adoption_in_higher_education_A_systematic_review;scholar;education_scholar_30;2;(PDF) Key factors influencing educational technology;www.researchgate.net;8;9;10;9;6;8.4;высокий;academic;Нет;2026
EDUCATION_119;https://www.lamsade.dauphine.fr/~tsoukias/download/books/Book.pdf;scholar;education_scholar_21;2;EVALUATION AND DECISION MODELS: - Lamsade;www.lamsade.dauphine.fr;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_120;https://ceur-ws.org/Vol-3372/paper07.pdf;scholar;education_scholar_31;2;Data Analytics, Students' Academic Performance and;ceur-ws.org;9;5;7;5;5;6.2;средний;blog;Нет;2022
EDUCATION_121;https://journal.esrgroups.org/jes/article/view/3084;scholar;education_scholar_20;3;Design and Application of Decision Support System for;journal.esrgroups.org;9;5;9;5;6;6.8;средний;blog;Нет;2024
EDUCATION_122;https://www.sciencedirect.com/science/article/pii/S2666557321000392;scholar;education_scholar_1;3;Digital media in institutional informal learning places: A systematic literature review;www.sciencedirect.com;8;9;7;9;5;7.6;средний;academic;Нет;2022
EDUCATION_123;https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000764;scholar;education_scholar_30;3;Key factors influencing educational technology adoption in;journals.plos.org;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_124;https://seaopenresearch.eu/Journals/articles/SPAS_5_59.pdf;scholar;education_scholar_21;3;A MODEL OF STUDENTS' UNIVERSITY DECISION;seaopenresearch.eu;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_125;https://www.classe365.com/blog/how-to-use-data-analytics-to-improve-student-performance;scholar;education_scholar_31;3;How to Use Data Analytics to Improve Student Performance?;www.classe365.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
EDUCATION_126;https://www.researchgate.net/publication/385393562_Educational_Data_Mining_and_Learning_Analytics;scholar;education_scholar_41;4;(PDF) Educational Data Mining and Learning Analytics;www.researchgate.net;8;9;9;9;6;8.2;высокий;academic;Нет;2024
