ID;URL;Источник_сбора;Поисковый_запрос_тип;Позиция_в_выдаче;Заголовок;Домен;P1_Релевантность;P2_Научность;P3_Актуальность;P4_Достоверность;P5_Практическая_ценность;ИКМ;Класс_качества;Тип_источника;DOI;Год
MEDICINE_045;https://learn.hms.harvard.edu/insights/all-insights/leading-under-pressure-decision-making-strategies-health-care-leaders-asia-pacific;google;medicine_google_1;6;Leading Under Pressure: Decision-Making Strategies for Health Care Leaders in Asia Pacific | Harvard;learn.hms.harvard.edu;7;7;10;7;6;7.4;средний;industry;Нет;2025
MEDICINE_046;https://www.sciencedirect.com/science/article/pii/S0933365724000113;google;medicine_google_31;6;AI in medical diagnosis: AI prediction & human judgment;www.sciencedirect.com;6;9;9;9;5;7.6;средний;academic;Нет;2024
MEDICINE_047;https://www.sciencedirect.com/science/article/pii/B9780128014967000034;google;medicine_google_40;6;Data analytics for precision medicine;www.sciencedirect.com;8;9;6;9;5;7.4;средний;academic;Нет;2024
MEDICINE_048;https://onlinelibrary.wiley.com/doi/full/10.1002/ird3.70008;google;medicine_google_42;6;Application of Artificial Intelligence in Medical Imaging;onlinelibrary.wiley.com;6;9;10;9;5;7.8;средний;academic;Да;2025
MEDICINE_049;https://hexaware.com/blogs/data-analytics-in-healthcare;google;medicine_google_22;6;Data Analytics in Healthcare: Transforming Providers & Payers;hexaware.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_050;https://www.fortra.com/blog/what-health-information-system;google;medicine_google_30;6;What Is a Health Information System?;www.fortra.com;9;5;10;5;5;6.8;средний;blog;Нет;2026
MEDICINE_051;https://pmc.ncbi.nlm.nih.gov/articles/PMC9601552;google;medicine_google_43;6;IoT-Based Healthcare-Monitoring System towards Improving;pmc.ncbi.nlm.nih.gov;8;9;7;9;5;7.6;средний;academic;Нет;2022
MEDICINE_052;https://www.healthcarecompliancepros.com/blog/understanding-the-importance-of-medical-decision-making;google;medicine_google_20;7;Medical Decision Making;www.healthcarecompliancepros.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
MEDICINE_053;https://www.physio-pedia.com/Electronic_Medical_Records;google;medicine_google_32;7;Electronic Medical Records;www.physio-pedia.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
MEDICINE_054;https://healthit.gov/interoperability;google;medicine_google_41;7;Interoperability - ASTP - Assistant Secretary for Technology;healthit.gov;8;5;10;5;5;6.6;средний;blog;Нет;2025
MEDICINE_055;https://link.springer.com/book/10.1007/978-3-031-46735-6;google;medicine_google_1;7;Decision Making in Healthcare Systems | Springer Nature Link;link.springer.com;9;9;6;9;5;7.6;средний;academic;Нет;2024
MEDICINE_056;https://hms.harvard.edu/news/ai-system-detailed-diagnostic-reasoning-makes-its-case;google;medicine_google_31;7;An AI System With Detailed Diagnostic Reasoning Makes;hms.harvard.edu;6;7;10;7;5;7.0;средний;industry;Нет;2025
MEDICINE_057;https://arcadia.io/resources/healthcare-analytics-tools;google;medicine_google_22;7;Top 8 healthcare analytics tools and tips for selecting one - Arcadia;arcadia.io;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_058;https://cdn.who.int/media/docs/default-source/documents/health-topics/rehabilitation/toolkit_hss_informationsystems.pdf?sfvrsn=7d3bcd98_5;google;medicine_google_30;7;HEALTH INFORMATION SYSTEMS;cdn.who.int;10;5;6;5;5;6.2;средний;blog;Нет;2024
MEDICINE_059;https://surginatal.com/blog/understanding-patient-monitoring-systems-types-uses-and-components?srsltid=AfmBOoro4XGYAUEfVmnJb7znyTNvsb555WFpKu_RXquFx18Th37XI6en;google;medicine_google_43;7;Understanding Patient Monitoring Systems: Types, Uses;surginatal.com;8;5;9;5;5;6.4;средний;blog;Нет;2024
MEDICINE_060;https://www.scimagojr.com/journalsearch.php?q=17792&tip=sid;google;medicine_google_20;8;Medical Decision Making;www.scimagojr.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
MEDICINE_061;https://www.nature.com/research-intelligence/nri-topic-summaries/predictive-analytics-in-healthcare-using-electronic-health-records-micro-54431;google;medicine_google_32;8;Predictive Analytics in Healthcare Using Electronic Health;www.nature.com;7;9;6;9;5;7.2;средний;academic;Нет;2024
MEDICINE_062;https://cloud.google.com/resources/healthcare-data-interoperability-ebook?hl=ko;google;medicine_google_41;8;Healthcare Data Interoperability: Fulfilling the promise of;cloud.google.com;6;7;6;7;5;6.2;средний;industry;Нет;2024
MEDICINE_063;https://journal.emwa.org/sustainable-communications/the-role-of-health-literacy-in-the-healthcare-decision-making-process;google;medicine_google_1;8;The role of health literacy in the healthcare decision-making process - Medical Writing;journal.emwa.org;7;5;7;5;5;5.8;низкий;blog;Нет;2022
MEDICINE_064;https://dxgpt.app;google;medicine_google_31;8;DxGPT;dxgpt.app;6;5;6;5;5;5.4;низкий;blog;Нет;2024
MEDICINE_065;https://www.etkho.com/en/data-analysis-and-precision-medicine-a-successful-relationship;google;medicine_google_40;8;Data analysis and precision medicine: a successful;www.etkho.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
MEDICINE_066;https://www.nature.com/collections/bjeiihhgfa;google;medicine_google_42;8;Artificial intelligence and medical imaging;www.nature.com;6;9;9;9;5;7.6;средний;academic;Нет;2024
MEDICINE_067;https://mocdoc.com/blog/clinical-decision-support-system-hospital-care;google;medicine_google_21;8;Clinical Decision Support System (CDSS) for Hospitals;mocdoc.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
MEDICINE_068;https://onlinedegrees.sandiego.edu/what-is-health-care-analytics;google;medicine_google_22;8;What is Health Care Analytics? - University of San Diego;onlinedegrees.sandiego.edu;6;5;6;5;5;5.4;низкий;blog;Нет;2024
MEDICINE_069;https://www.sciencedirect.com/science/article/pii/S2468227623000959;google;medicine_google_43;8;Remote patient monitoring systems: Applications;www.sciencedirect.com;8;9;8;9;5;7.8;средний;academic;Нет;2023
MEDICINE_070;https://www.mgma.com/articles/medical-decision-making-what-is-it-why-is-it-important-and-what-steps-are-involved-;google;medicine_google_20;9;Medical decision making: What is it, why is it important and;www.mgma.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_071;https://www.seejph.com/index.php/seejph/article/view/913;google;medicine_google_32;9;Development Of Electronic Data Analytics For Public;www.seejph.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
MEDICINE_072;https://worldscientificnews.com/a-critical-review-of-health-data-interoperability-standards-fhir-hl7-and-beyond;google;medicine_google_41;9;A Critical Review of Health Data Interoperability Standards;worldscientificnews.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
MEDICINE_073;https://www.infosysbpm.com/blogs/healthcare/how-marketing-analytics-drives-decision-making-in-healthcare.html;google;medicine_google_1;9;How marketing analytics drives decision-making in healthcare;www.infosysbpm.com;8;5;7;5;5;6.0;средний;blog;Нет;2022
MEDICINE_074;https://careful.online/ai-medical-diagnosis-decision-support;google;medicine_google_31;9;AI in Medical Diagnosis & Decision Support;careful.online;6;5;6;5;5;5.4;низкий;blog;Нет;2024
MEDICINE_075;https://www.ijmedicine.com/index.php/ijam/article/view/4357;google;medicine_google_42;9;Artificial intelligence in medical imaging;www.ijmedicine.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
MEDICINE_076;https://indiaai.gov.in/article/clinical-decision-support-system-a-comprehensive-overview;google;medicine_google_21;9;Clinical decision support system: A comprehensive overview;indiaai.gov.in;10;5;6;5;5;6.2;средний;blog;Нет;2024
MEDICINE_077;https://www.youtube.com/watch%3Fv%3Dk8nBWL6K884;google;medicine_google_22;9;What is Healthcare Analytics? - YouTube;www.youtube.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_078;https://healthit.gov/clinical-quality-and-safety/clinical-decision-support;google;medicine_google_30;9;Clinical Decision Support - ASTP;healthit.gov;7;5;10;5;5;6.4;средний;blog;Нет;2026
MEDICINE_079;https://www.philips.co.in/healthcare/patient-monitoring;google;medicine_google_43;9;Patient monitoring;www.philips.co.in;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_080;https://www.sciencedirect.com/topics/medicine-and-dentistry/medical-decision-making;google;medicine_google_20;10;Medical Decision Making - an overview | ScienceDirect Topics;www.sciencedirect.com;9;9;6;9;5;7.6;средний;academic;Нет;2024
MEDICINE_081;https://pmc.ncbi.nlm.nih.gov/articles/PMC11757985;google;medicine_google_32;10;Twenty-Five Years of Evolution and Hurdles in Electronic;pmc.ncbi.nlm.nih.gov;7;9;6;9;6;7.4;средний;academic;Нет;2024
MEDICINE_082;https://www.linkedin.com/pulse/what-health-data-interoperability-why-so-hard-thomas-webb-bc3ae?utm_source=rss&utm_campaign=articles_sitemaps;google;medicine_google_41;10;What is health data interoperability and why is it so hard?;www.linkedin.com;6;5;6;5;6;5.6;низкий;media;Нет;2024
MEDICINE_083;https://cognitiveresearchjournal.springeropen.com/counter/pdf/10.1186/s41235-022-00414-5.pdf?utm_source=consensus;google;medicine_google_1;10;Making decisions about health information on social media: a mouse-tracking study - Cognitive Resear;cognitiveresearchjournal.springeropen.com;9;5;7;5;5;6.2;средний;blog;Нет;2022
MEDICINE_084;https://blog.medicai.io/en/ai-diagnosis-vendors;google;medicine_google_31;10;Top 10 AI Diagnosis Companies Redefining Patient Care: AI;blog.medicai.io;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_085;https://medicine-matters.blogs.hopkinsmedicine.org/2020/07/introduction-to-precision-medicine-data-analytics;google;medicine_google_40;10;Introduction to Precision Medicine Data Analytics;medicine-matters.blogs.hopkinsmedicine.org;7;5;5;5;5;5.4;низкий;blog;Нет;2020
MEDICINE_086;https://www.spectral-ai.com/blog/artificial-intelligence-in-medical-imaging;google;medicine_google_42;10;Artificial Intelligence in Medical Imaging;www.spectral-ai.com;6;5;10;5;5;6.2;средний;blog;Нет;2026
MEDICINE_087;https://pmc.ncbi.nlm.nih.gov/articles/PMC7005290;google;medicine_google_21;10;An overview of clinical decision support systems: benefits;pmc.ncbi.nlm.nih.gov;7;9;6;9;5;7.2;средний;academic;Нет;2024
MEDICINE_088;https://www.infosysbpm.com/blogs/web-social-analytics/healthcare-data-analytics-benefits.html;google;medicine_google_22;10;Healthcare Data Analytics: Benefits And Use Cases | Infosys BPM;www.infosysbpm.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_089;https://www.softcomputer.com/2024/03/04/what-is-health-information-systems-in-healthcare;google;medicine_google_30;10;What is Health Information Systems in Healthcare?;www.softcomputer.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
MEDICINE_090;https://spacelabshealthcare.com/products/patient-monitoring-connectivity/patient-monitoring;google;medicine_google_43;10;Patient monitoring;spacelabshealthcare.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_091;https://www.ncbi.nlm.nih.gov/books/NBK543516;scholar;medicine_scholar_30;1;Clinical Decision Support Systems - NCBI;www.ncbi.nlm.nih.gov;8;5;6;5;5;5.8;низкий;blog;Нет;2024
MEDICINE_092;https://www.foreseemed.com/medical-algorithms;scholar;medicine_scholar_21;1;Medical Algorithms: Unlocking Precision in Healthcare;www.foreseemed.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
MEDICINE_093;https://www.healthcatalyst.com/learn/insights/data-driven-precision-medicine-individualizes-treatment;scholar;medicine_scholar_40;1;Data-Driven Precision Medicine: A Must-Have for the Next-;www.healthcatalyst.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
MEDICINE_094;https://pmc.ncbi.nlm.nih.gov/articles/PMC4031792;scholar;medicine_scholar_20;1;Clinical Decision Support: Effectiveness in Improving Quality;pmc.ncbi.nlm.nih.gov;6;9;6;9;5;7.0;средний;academic;Нет;2024
MEDICINE_095;https://pmc.ncbi.nlm.nih.gov/articles/PMC8156131;scholar;medicine_scholar_1;1;Social Media Use for Health Purposes: Systematic Review - PMC;pmc.ncbi.nlm.nih.gov;7;9;5;9;5;7.0;средний;academic;Нет;2021
MEDICINE_096;https://www.nature.com/articles/s41746-020-0221-y;scholar;medicine_scholar_30;2;An overview of clinical decision support systems: benefits,;www.nature.com;7;9;5;9;5;7.0;средний;academic;Нет;2020
MEDICINE_097;https://ieeexplore.ieee.org/document/9279211;scholar;medicine_scholar_21;2;Medical Diagnostic Systems Using Artificial Intelligence (AI;ieeexplore.ieee.org;6;9;5;9;5;6.8;средний;academic;Нет;2020
MEDICINE_098;https://pmc.ncbi.nlm.nih.gov/articles/PMC7877825;scholar;medicine_scholar_40;2;Precision Medicine, AI, and the Future of Personalized Health;pmc.ncbi.nlm.nih.gov;7;9;5;9;5;7.0;средний;academic;Нет;2020
MEDICINE_099;https://journals.lww.com/qaij/fulltext/2025/01000/effectiveness_of_clinical_decision_support_systems.4.aspx;scholar;medicine_scholar_20;2;Effectiveness of Clinical Decision Support Systems in;journals.lww.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
MEDICINE_100;https://www.researchgate.net/publication/383464307_Influence_of_social_media_on_health-related_decision-making_among_adults_attending_an_outpatient_department_of_a_tertiary_care_centre_in_India_A_cross-sectional_analytical_study;scholar;medicine_scholar_1;2;Influence of social media on health-related decision-making among adults attending an outpatient dep;www.researchgate.net;8;9;9;9;5;8.0;высокий;academic;Нет;2024
MEDICINE_101;https://pmc.ncbi.nlm.nih.gov/articles/PMC9875417;scholar;medicine_scholar_41;2;Interoperability of heterogeneous health information systems;pmc.ncbi.nlm.nih.gov;7;9;8;9;5;7.6;средний;academic;Нет;2023
MEDICINE_102;https://en.wikipedia.org/wiki/Clinical_decision_support_system;scholar;medicine_scholar_30;3;Clinical decision support system;en.wikipedia.org;9;5;6;5;5;6.0;средний;blog;Нет;2024
MEDICINE_103;https://www.nature.com/articles/d42473-020-00349-9;scholar;medicine_scholar_40;3;Advancing precision medicine using AI and big data;www.nature.com;7;9;6;9;5;7.2;средний;academic;Нет;2024
MEDICINE_104;https://www.aidoc.com/learn/blog/3-applications-of-ai-in-healthcare;scholar;medicine_scholar_31;3;3 Key Applications of AI in Healthcare;www.aidoc.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
MEDICINE_105;https://www.sciencedirect.com/science/article/abs/pii/S108112062101053X;scholar;medicine_scholar_1;3;Review Social media and its impact on health care;www.sciencedirect.com;8;9;7;9;5;7.6;средний;academic;Нет;2022
MEDICINE_106;https://www.oracle.com/health/interoperability-healthcare;scholar;medicine_scholar_41;3;Interoperability in Healthcare Explained;www.oracle.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
MEDICINE_107;https://www.sciencedirect.com/science/article/pii/S0169260720303965;scholar;medicine_scholar_30;4;Clinical decision support systems for chronic diseases;www.sciencedirect.com;8;9;5;9;5;7.2;средний;academic;Нет;2020
MEDICINE_108;https://retinalscreenings.com/blog/medical-treatment-algorithms;scholar;medicine_scholar_21;4;How Medical Treatment Algorithms Shape Healthcare | IRIS;retinalscreenings.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
MEDICINE_109;https://newsnetwork.mayoclinic.org/discussion/mayo-clinics-data-driven-quest-to-advance-individualized-medicine;scholar;medicine_scholar_40;4;Mayo Clinic's data-driven quest to advance individualized;newsnetwork.mayoclinic.org;8;5;9;5;5;6.4;средний;blog;Нет;2024
MEDICINE_110;https://www.foreseemed.com/artificial-intelligence-in-healthcare;scholar;medicine_scholar_31;4;Artificial Intelligence (AI) in Healthcare & Medical Field;www.foreseemed.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
MEDICINE_111;https://pmc.ncbi.nlm.nih.gov/articles/PMC10685930;scholar;medicine_scholar_20;4;Harnessing the power of clinical decision support systems;pmc.ncbi.nlm.nih.gov;7;9;8;9;5;7.6;средний;academic;Нет;2023
MEDICINE_112;https://www.mdpi.com/2227-9032/13/21/2763;scholar;medicine_scholar_1;4;The Impact of Social Media on Health Behaviors, a Systematic Review;www.mdpi.com;8;9;10;9;5;8.2;высокий;academic;Нет;2025
MEDICINE_113;https://pmc.ncbi.nlm.nih.gov/articles/PMC9377614;scholar;medicine_scholar_30;5;Towards effective clinical decision support systems - PMC - NIH;pmc.ncbi.nlm.nih.gov;7;9;7;9;5;7.4;средний;academic;Нет;2022
MEDICINE_114;https://www.sciencedirect.com/science/article/pii/S0753332220306387;scholar;medicine_scholar_40;5;Big data-driven precision medicine: Starting the custom-;www.sciencedirect.com;8;9;5;9;5;7.2;средний;academic;Нет;2020
MEDICINE_115;https://www.delveinsight.com/blog/top-applications-of-artificial-intelligence-in-healthcare;scholar;medicine_scholar_31;5;Artificial Intelligence (AI) in Healthcare | Key Tools and;www.delveinsight.com;8;5;10;5;5;6.6;средний;blog;Нет;2025
MEDICINE_116;https://www.sciencedirect.com/science/article/abs/pii/S138650562500437X;scholar;medicine_scholar_20;5;Effectiveness of computerized decision support systems;www.sciencedirect.com;7;9;10;9;5;8.0;высокий;academic;Нет;2025
MEDICINE_117;https://www.medrxiv.org/content/10.64898/2026.01.08.26343746v1.full-text;scholar;medicine_scholar_1;5;Educational Preparation, Social Media Use, and Ethical Decision-Making in Healthcare Delivery: A Qua;www.medrxiv.org;10;5;10;5;5;7.0;средний;blog;Нет;2026
MEDICINE_118;https://pmc.ncbi.nlm.nih.gov/articles/PMC6153178;scholar;medicine_scholar_41;5;Interoperability: What Is It, How Can We Make It Work  - PMC;pmc.ncbi.nlm.nih.gov;6;9;6;9;5;7.0;средний;academic;Нет;2024
MEDICINE_119;https://www.i-jmr.org/2024/1/e58036;scholar;medicine_scholar_30;6;Benefits of Clinical Decision Support Systems for the;www.i-jmr.org;9;5;9;5;5;6.6;средний;blog;Нет;2024
MEDICINE_120;https://link.springer.com/chapter/10.1007/978-3-032-01970-7_11;scholar;medicine_scholar_21;6;AI Algorithms in Medical Diagnostics: Trends, Validation, and;link.springer.com;6;9;10;9;5;7.8;средний;academic;Нет;2025
MEDICINE_121;https://www.mdpi.com/2227-9709/11/3/68;scholar;medicine_scholar_40;6;Enhancing Clinical Decision Support for Precision Medicine;www.mdpi.com;9;9;9;9;5;8.2;высокий;academic;Нет;2024
