ID;URL;Источник_сбора;Поисковый_запрос_тип;Позиция_в_выдаче;Заголовок;Домен;P1_Релевантность;P2_Научность;P3_Актуальность;P4_Достоверность;P5_Практическая_ценность;ИКМ;Класс_качества;Тип_источника;DOI;Год
FINANCE_011;https://www.360factors.com/blog/five-steps-of-risk-management-process;google;finance_google_29;1;Five Steps to a Better Risk Management Process | 360factors;www.360factors.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_012;https://www.sciencedirect.com/science/article/pii/S1059056025008421;google;finance_google_1;1;Media sentiment, financial services, and corporate;www.sciencedirect.com;7;9;10;9;5;8.0;высокий;academic;Нет;2025
FINANCE_013;https://www.toolshero.com/featured-posts/financial-decision-making-models;google;finance_google_20;1;Financial Decision-Making Models - Toolshero;www.toolshero.com;10;5;10;5;5;7.0;средний;blog;Нет;2025
FINANCE_014;https://www.arpatech.com/blog/regtech-compliance-automation-reducing-risk-in-banking-systems;google;finance_google_42;1;How RegTech Automation Is Changing Compliance in;www.arpatech.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_015;https://www.sciencedirect.com/science/article/pii/S0167923603001180;google;finance_google_31;1;A fuzzy decision support system for strategic portfolio;www.sciencedirect.com;8;9;6;9;5;7.4;средний;academic;Нет;2024
FINANCE_016;https://crmsindonesia.org/publications/risk-management-and-decision-making-theory;google;finance_google_22;1;Risk Management and Decision-Making Theory;crmsindonesia.org;8;5;5;5;5;5.6;низкий;blog;Нет;2021
FINANCE_017;https://www.investopedia.com/articles/active-trading/101014/basics-algorithmic-trading-concepts-and-examples.asp;google;finance_google_32;1;Basics of Algorithmic Trading: Concepts and Examples;www.investopedia.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_018;https://faculty.weatherhead.case.edu/gupta/Lect4.pdf;google;finance_google_21;2;Investment Decision Analysis The;faculty.weatherhead.case.edu;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_019;https://pathlock.com/learn/risk-management-process;google;finance_google_29;2;Risk Management Process: A Guide for Effective Risk Control;pathlock.com;7;5;9;5;5;6.2;средний;blog;Нет;2024
FINANCE_020;https://www.researchgate.net/publication/397577595_The_Impact_of_Social_Media_Users%27_Sentiment_on_Financial_Markets;google;finance_google_1;2;(PDF) The Impact of Social Media Users' Sentiment on;www.researchgate.net;6;9;10;9;5;7.8;средний;academic;Нет;2025
FINANCE_021;https://www.forbes.com/advisor/banking/best-budgeting-apps;google;finance_google_43;2;Best Budgeting Apps of 2026;www.forbes.com;6;7;10;7;5;7.0;средний;industry;Нет;2026
FINANCE_022;https://www.venasolutions.com/blog/10-types-financial-models;google;finance_google_20;2;10+ Types of Financial Models (and When To Use Them);www.venasolutions.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_023;https://www.grantthornton.co.uk/insights/regtech-automating-regulatory-change-compliance;google;finance_google_42;2;Regtech: automating regulatory change compliance;www.grantthornton.co.uk;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_024;https://www.mdpi.com/1099-4300/27/5/480;google;finance_google_31;2;An Automated Decision Support System for Portfolio;www.mdpi.com;9;9;10;9;6;8.6;высокий;academic;Нет;2025
FINANCE_025;https://www.investopedia.com/articles/professionals/080615/top-5-software-programs-used-financial-advisors.asp;google;finance_google_30;3;Top 5 Financial Planning Software Tools Used by;www.investopedia.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_026;https://www.scribd.com/document/867831934/Investment-Decision-Analysis;google;finance_google_21;3;Investment Decision Analysis Methods | PDF;www.scribd.com;7;5;6;5;6;5.8;низкий;blog;Нет;2024
FINANCE_027;https://www.metricstream.com/learn/risk-management-process.html;google;finance_google_29;3;The Risk Management Process Explained: Step-By-Step (5);www.metricstream.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_028;https://rjsaonline.com/journals/index.php/rjsa/article/view/58;google;finance_google_1;3;Financial Decision-Making via Sentiment Analysis of Stock;rjsaonline.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
FINANCE_029;https://www.southindianbank.bank.in/blog/general-topics/the-rise-of-fintech-a-new-era-for-banking-services;google;finance_google_40;3;The Rise of Fintech: A New Era for Banking Services;www.southindianbank.bank.in;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_030;https://corporateexaminer.com/financial-decision-making-made-easy-with-proven-models;google;finance_google_20;3;Financial Decision-Making Made Easy with Proven Models;corporateexaminer.com;9;5;10;5;5;6.8;средний;blog;Нет;2025
FINANCE_031;https://www.sigmainfo.net/regtech-compliance-automation;google;finance_google_42;3;RegTech Compliance Automation & Solutions;www.sigmainfo.net;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_032;https://medium.com/operations-research-bit/investment-analysis-key-steps-for-informed-decision-making-cf0765b7005d;google;finance_google_28;3;Investment Analysis: Key Steps for Informed Decision-Making;medium.com;7;5;6;5;5;5.6;низкий;media;Нет;2024
FINANCE_033;https://www.wealtharc.com/insights-articles/what-is-a-portfolio-management-system;google;finance_google_31;3;What Is a Portfolio Management System?;www.wealtharc.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_034;https://groww.in/blog/algorithmic-trading-strategies;google;finance_google_32;3;Top 7 Algorithmic Trading Strategies with Examples and;groww.in;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_035;https://www.rightcapital.com;google;finance_google_30;4;RightCapital | Financial planning software done right;www.rightcapital.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_036;https://www.finance.gov.au/sites/default/files/2019-11/Risk-Management-Process.pdf;google;finance_google_29;4;An Overview of the Risk Management Process;www.finance.gov.au;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_037;https://jmsr-online.com/article/the-impact-of-media-on-investor-sentiments-and-purchase-behavior-506;google;finance_google_1;4;The Impact of Media on Investor Sentiments and Purchase;jmsr-online.com;7;5;10;5;5;6.4;средний;blog;Нет;2026
FINANCE_038;https://play.google.com/store/apps/details?id=com.realbyteapps.moneymanagerfree;google;finance_google_43;4;Money Manager Expense & Budget - Apps on Google Play;play.google.com;6;7;6;7;5;6.2;средний;industry;Нет;2024
FINANCE_039;http://academy.kontan.co.id/detail/financial-modeling-for-strategic-decision-making-1;google;finance_google_20;4;Financial Modeling for Strategic Decision Making;academy.kontan.co.id;8;5;10;5;5;6.6;средний;blog;Нет;2025
FINANCE_040;https://geekyants.com/industry-expertise/banking-finance-insurance/regtech-compliance-automation;google;finance_google_42;4;RegTech and Compliance Automation for Real-Time;geekyants.com;6;5;10;5;5;6.2;средний;blog;Нет;2026
FINANCE_041;https://www.abacademies.org/articles/financial-decision-making-a-comprehensive-overview-17310.html;google;finance_google_27;4;FINANCIAL DECISION MAKING: A COMPREHENSIVE OVERVIEW;www.abacademies.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_042;https://www.researchgate.net/publication/3942770_Real_time_decision_support_system_for_portfolio_management;google;finance_google_31;4;Real time decision support system for portfolio management;www.researchgate.net;9;9;6;9;5;7.6;средний;academic;Нет;2024
FINANCE_043;https://www.kiranamegatara.com/storage/file/20241122072608_Kebijakan-Manajemen-Resiko.pdf;google;finance_google_22;4;Risk Management Policy;www.kiranamegatara.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_044;https://www.quantinsti.com/articles/algorithmic-trading;google;finance_google_32;4;What is Algorithmic Trading? | Strategies, Workflow,;www.quantinsti.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_045;https://www.cubesoftware.com/blog/best-fpa-software-tools;google;finance_google_30;5;16 best FP&A software tools: 2026 comparison;www.cubesoftware.com;6;5;10;5;5;6.2;средний;blog;Нет;2026
FINANCE_046;http://www.virtusinterpress.org/IMG/pdf/10-22495_cocv10i3c4art5.pdf;google;finance_google_21;5;EVALUATING THE INVESTMENT DECISION-MAKING;www.virtusinterpress.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_047;https://www.sciencedirect.com/topics/computer-science/risk-management-decision;google;finance_google_29;5;Risk Management Decision - an overview;www.sciencedirect.com;8;9;6;9;5;7.4;средний;academic;Нет;2024
FINANCE_048;https://www.sciencedirect.com/science/article/abs/pii/S1544612325020963;google;finance_google_1;5;Digital Media Sentiment, Financial Cooperation, and;www.sciencedirect.com;7;9;10;9;5;8.0;высокий;academic;Нет;2025
FINANCE_049;https://www.centralbank.ie/consumer-hub/explainers/what-is-fintech-and-how-is-it-changing-financial-products;google;finance_google_40;5;What is fintech and how is it changing financial products;www.centralbank.ie;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_050;https://corporatefinanceinstitute.com/resources/financial-modeling/types-of-financial-models;google;finance_google_20;5;Types of Financial Models;corporatefinanceinstitute.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_051;https://cleareye.ai/regulatory-technology-compliance-automation-trends-banks;google;finance_google_42;5;Regulatory Technology & Compliance Automation;cleareye.ai;7;5;10;5;5;6.4;средний;blog;Нет;2025
FINANCE_052;https://knowledgecenter.ubt-uni.net/cgi/viewcontent.cgi%3Farticle%3D3053%26context%3Dconference;google;finance_google_28;5;[PDF] INVESTMENT DECISION ANALYSIS Case study: AAA Company;knowledgecenter.ubt-uni.net;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_053;https://rpc.cfainstitute.org/research/reports/2023/valuation-cryptoassets;google;finance_google_41;5;Valuation of Cryptoassets: A Guide for Investment;rpc.cfainstitute.org;6;5;8;5;5;5.8;низкий;blog;Нет;2023
FINANCE_054;https://study.com/academy/lesson/types-of-financial-decision-models-assumptions.html;google;finance_google_27;5;Types of Financial Decision Models & Assumptions - Study.com;study.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_055;https://www.eduhubspot.com/blogs/pfmp/what-is-project-portfolio-management-and-smart-decision-making;google;finance_google_31;5;Strategic Decision-Making in Project Portfolio Management;www.eduhubspot.com;10;5;10;5;5;7.0;средний;blog;Нет;2025
FINANCE_056;https://www.kaggle.com/code/amirmotefaker/algorithmic-trading;google;finance_google_32;5;Algorithmic Trading;www.kaggle.com;7;5;6;5;6;5.8;низкий;blog;Нет;2024
FINANCE_057;https://www.sap.com/products/financial-management.html;google;finance_google_30;6;Financial Management Software;www.sap.com;10;5;6;5;5;6.2;средний;blog;Нет;2024
FINANCE_058;https://www.ebsco.com/research-starters/business-and-management/investment-valuation-and-analysis;google;finance_google_21;6;Investment Valuation and Analysis;www.ebsco.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_059;https://www.imd.org/blog/management/risk-management;google;finance_google_29;6;Risk Management: Understanding the Basics and Importance;www.imd.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_060;https://www.shs-conferences.org/articles/shsconf/pdf/2025/16/shsconf_icfmde2025_03005.pdf;google;finance_google_1;6;The Impact of Social Media Users' Sentiment on Financial;www.shs-conferences.org;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_061;https://www.bis.org/topic/fintech.htm;google;finance_google_40;6;Innovation, fintech and AI;www.bis.org;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_062;https://hlb.com.au/financial-model-supporting-decision-making;google;finance_google_20;6;Financial modelling supporting decision making;hlb.com.au;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_063;https://didit.me/blog/automating-compliance-regtech-financial-services;google;finance_google_42;6;Automating Compliance: The Rise of RegTech in Financial.;didit.me;6;5;10;5;5;6.2;средний;blog;Нет;2026
FINANCE_064;https://www.kci.go.kr/kciportal/landing/article.kci%3Farti_id%3DART002660187;google;finance_google_28;6;The Financial Behavior of Investment Decision Making Between;www.kci.go.kr;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_065;https://www.ark-invest.com/strategy/cryptocurrency;google;finance_google_41;6;Cryptocurrency Investment Strategy by;www.ark-invest.com;7;5;6;5;6;5.8;низкий;blog;Нет;2024
FINANCE_066;https://omnicard.in/blogs/financial-modelling-100124;google;finance_google_27;6;Financial Modelling: Types, Process, Components & Best Practices;omnicard.in;6;5;6;5;6;5.6;низкий;blog;Нет;2024
FINANCE_067;https://www.investopedia.com/terms/p/portfoliomanagement.asp;google;finance_google_31;6;Portfolio Management: Definition, Types, and Strategies;www.investopedia.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_068;https://journal.utu.ac.id/index.php/jbtani/article/view/123;google;finance_google_22;6;A Systematic Review of Stages Aad Decision Making;journal.utu.ac.id;8;5;10;5;5;6.6;средний;blog;Нет;2025
FINANCE_069;https://asset.quant-wiki.com/pdf/Algorithmic%20Trading%20Methods_%20Applications%20Using%20Advanced%20Statistics,%20Optimization,%20and%20Machine%20Learning%20Techniques-Academic%20Press%20(2020).pdf;google;finance_google_32;6;Algorithmic Trading Methods;asset.quant-wiki.com;7;5;6;5;6;5.8;низкий;blog;Нет;2024
FINANCE_070;https://wealthmagic.in;google;finance_google_30;7;Fintso - Integrated Digital Wealth Platform for Modern;wealthmagic.in;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_071;https://www.researchgate.net/publication/380855829_Investment_Analysis_and_Decision_Determinants;google;finance_google_21;7;(PDF) Investment Analysis and Decision Determinants;www.researchgate.net;6;9;9;9;5;7.6;средний;academic;Нет;2024
FINANCE_072;https://risktec.tuv.com/knowledge-bank/risk-based-decision-making;google;finance_google_29;7;Risk-based decision making;risktec.tuv.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_073;https://www.jetir.org/papers/JETIRGC06022.pdf;google;finance_google_1;7;Analyzing the Impact of Social Media Sentiment on;www.jetir.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_074;https://law.stanford.edu/transatlantic-technology-law-forum/projects/the-rise-of-financial-technology-fintech-innovation-and-the-future-of-the-banking-and-financial-system-a-comparative-analysis-of-the-fintech-legislative-and-regulatory-frameworks-in-the-united-stat;google;finance_google_40;7;The Rise of Financial Technology (Fintech) Innovation and the;law.stanford.edu;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_075;https://www.wallstreetprep.com/knowledge/financial-modeling;google;finance_google_20;7;Financial Modeling Guide | Excel Training Tutorial;www.wallstreetprep.com;10;5;6;5;5;6.2;средний;blog;Нет;2024
FINANCE_076;https://www.transperfect.com/blog/smarter-compliance-why-regtech-has-become-business-critical;google;finance_google_42;7;RegTech & Smart Compliance: Why Automation Is Key;www.transperfect.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_077;https://imarticus.org/blog/investment-decision;google;finance_google_28;7;What is an Investment Decision? Understanding the Basics of;imarticus.org;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_078;https://digitalcommons.bryant.edu/cgi/viewcontent.cgi?article=1068&context=honors_finance;google;finance_google_41;7;Cryptocurrency in Investing: An Analysis of Digital Currencies;digitalcommons.bryant.edu;7;5;8;5;5;6.0;средний;blog;Нет;2023
FINANCE_079;http://ieeexplore.ieee.org/document/6327795;google;finance_google_31;7;Three decision making levels in portfolio management;ieeexplore.ieee.org;9;9;6;9;5;7.6;средний;academic;Нет;2024
FINANCE_080;https://intrinio.com/blog/how-to-create-a-trading-algorithm-essential-steps-for-success;google;finance_google_32;7;Trading Algorithms: A Complete Step-By-Step Guide;intrinio.com;8;5;9;5;6;6.6;средний;blog;Нет;2024
FINANCE_081;https://barc.com/reviews/financial-planning-software;google;finance_google_30;8;Compare leading financial planning tools and software;barc.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_082;https://knowledgecenter.ubt-uni.net/cgi/viewcontent.cgi?article=3053&context=conference;google;finance_google_21;8;INVESTMENT DECISION ANALYSIS Case study: AAA;knowledgecenter.ubt-uni.net;6;5;5;5;5;5.2;низкий;blog;Нет;2020
FINANCE_083;https://bizzdesign.com/blog/what-is-risk-management-process;google;finance_google_29;8;Risk Management Process: The Must-Have Guide;bizzdesign.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_084;https://www.authorea.com/users/912110/articles/1292359-the-impact-of-social-media-on-financial-market-trends-combining-sentiment-emotion-and-text-mining;google;finance_google_1;8;The Impact of Social Media on Financial Market Trends;www.authorea.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_085;https://www.ibm.com/think/topics/fintech;google;finance_google_40;8;What is Fintech? | IBM;www.ibm.com;6;7;6;7;5;6.2;средний;industry;Нет;2024
FINANCE_086;https://www.linkedin.com/top-content/finance/financial-modeling-fundamentals/how-to-use-financial-models-for-decision-making;google;finance_google_20;8;How to Use Financial Models for Decision Making;www.linkedin.com;10;5;6;5;5;6.2;средний;media;Нет;2024
FINANCE_087;https://resources.fenergo.com/blogs/navigating-the-regtech-revolution-ai-and-automation-in-energy-trading-compliance;google;finance_google_42;8;Navigating the RegTech Revolution: AI and Automation in;resources.fenergo.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_088;https://imarticus.org/blog/financial-modelling-in-decision-making-and-cash-flow-forecasting;google;finance_google_27;8;Financial Modelling in Decision-Making and Cash-Flow Forecasting;imarticus.org;9;5;6;5;5;6.0;средний;blog;Нет;2024
FINANCE_089;https://scispace.com/pdf/project-portfolio-selection-management-through-decision-3qeauobt2y.pdf;google;finance_google_31;8;project-portfolio-selection-management-through-decision-;scispace.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_090;https://en.wikipedia.org/wiki/Algorithmic_trading;google;finance_google_32;8;Algorithmic trading;en.wikipedia.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_091;https://www.envestnet.com/financial-planning;google;finance_google_30;9;Financial Planning Software;www.envestnet.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_092;https://imarticus.org/blog/analysing-investment-decisions;google;finance_google_21;9;Analysing Investment Decisions: Tools and Techniques;imarticus.org;7;5;10;5;5;6.4;средний;blog;Нет;2025
FINANCE_093;https://www.isahp.org/uploads/47.pdf;google;finance_google_29;9;RISK MANAGEMENT DECISION MAKING 1. Introduction;www.isahp.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_094;https://dl.acm.org/doi/10.1145/3685088.3685187;google;finance_google_1;9;Sentiment Analysis of Financial Media Commentary Text;dl.acm.org;6;9;9;9;5;7.6;средний;academic;Да;2024
FINANCE_095;https://plaid.com/resources/fintech/what-is-fintech;google;finance_google_40;9;What is fintech? 6 main types of fintech and how they work;plaid.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_096;https://www.pwc.fi/en/services/deals/corporate-finance/financial-modelling-to-support-decision-making.html;google;finance_google_20;9;Financial modelling to support decision making;www.pwc.fi;9;5;6;5;5;6.0;средний;blog;Нет;2024
FINANCE_097;https://eveconsultancy.in/compliance-automation-tools-regulatory-tech;google;finance_google_42;9;5 Compliance Automation Tools Transforming Regulatory;eveconsultancy.in;10;5;10;5;5;7.0;средний;blog;Нет;2025
FINANCE_098;https://www.bankrate.com/investing/researching-and-analyzing-crypto;google;finance_google_41;9;5 Tips For Researching And Analyzing A Cryptocurrency;www.bankrate.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_099;https://www.slideshare.net/slideshow/models-of-financial-decision-making-in-education/57376146;google;finance_google_27;9;Models of Financial Decision Making in Education | PPT - Slideshare;www.slideshare.net;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_100;https://www.linkedin.com/top-content/project-management/project-portfolio-management-techniques/decision-making-models-for-portfolio-managers;google;finance_google_31;9;Decision-Making Models for Portfolio Managers;www.linkedin.com;8;5;6;5;5;5.8;низкий;media;Нет;2024
FINANCE_101;https://www.wika.co.id/en/gcg/risk-management;google;finance_google_22;9;Risk Management;www.wika.co.id;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_102;https://smartasset.com/financial-advisor/financial-planning-software;google;finance_google_30;10;Best Financial Planning Software Programs in 2026 - SmartAsset;smartasset.com;6;5;10;5;5;6.2;средний;blog;Нет;2026
FINANCE_103;https://zacharyscott.com/making-critical-investment-decisions;google;finance_google_21;10;Making Critical Investment Decisions - Zachary Scott;zacharyscott.com;8;5;6;5;5;5.8;низкий;blog;Нет;2024
FINANCE_104;https://www.linkedin.com/pulse/decision-process-explained-risk-management-practice-karin-nadels?trk=public_profile_article_view;google;finance_google_29;10;The decision process explained: risk management in practice;www.linkedin.com;7;5;6;5;6;5.8;низкий;media;Нет;2024
FINANCE_105;https://journals.sagepub.com/doi/10.1177/09718907241243187;google;finance_google_1;10;Role of Social Media in Investment Decision-making;journals.sagepub.com;8;5;9;5;5;6.4;средний;blog;Да;2024
FINANCE_106;https://singleclic.com/fintech-innovations-it-in-banking-transforming-the-future-of-financial-services;google;finance_google_40;10;FinTech Innovations & IT in Banking: Transforming;singleclic.com;6;5;10;5;5;6.2;средний;blog;Нет;2025
FINANCE_107;https://www.datarails.com/types-of-financial-models;google;finance_google_20;10;A Guide to 10 Types of Financial Models - datarails.com;www.datarails.com;10;5;6;5;5;6.2;средний;blog;Нет;2024
FINANCE_108;https://www.businessscreen.com/resources/regtech-in-2025-how-automation-is-transforming-compliance;google;finance_google_42;10;RegTech in 2025: How Automation Is Transforming;www.businessscreen.com;7;5;10;5;5;6.4;средний;blog;Нет;2025
FINANCE_109;https://coinmarketcap.com/charts;google;finance_google_41;10;Live Cryptocurrency Charts & Market Data;coinmarketcap.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_110;https://faurit.com/article/top-7-types-of-financial-models-explained-with-examples;google;finance_google_27;10;Top 7 Types of Financial Models (Explained With Examples) (2026);faurit.com;9;5;10;5;5;6.8;средний;blog;Нет;2026
FINANCE_111;https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/active-portfolio-management-five-practical-insights-for-value-creation;google;finance_google_31;10;Active portfolio management: Five practical insights;www.mckinsey.com;6;7;9;7;5;6.8;средний;industry;Нет;2024
FINANCE_112;https://www.sciencedirect.com/science/article/pii/S2590005625000177;google;finance_google_32;10;Deep learning for algorithmic trading: A systematic review of;www.sciencedirect.com;8;9;6;9;5;7.4;средний;academic;Нет;2024
FINANCE_113;https://www.researchgate.net/publication/377421617_Financial_technology_decision_support_systems;scholar;finance_scholar_20;1;(PDF) Financial technology decision support systems;www.researchgate.net;9;9;6;9;5;7.6;средний;academic;Нет;2024
FINANCE_114;https://www.investopedia.com/terms/b/behavioralfinance.asp;scholar;finance_scholar_31;1;Behavioral Finance: Biases, Emotions and Financial;www.investopedia.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_115;https://pusdig.web.id/ekonomi/article/download/477/516;scholar;finance_scholar_30;1;Financial Decision-Making in Corporate Management;pusdig.web.id;8;5;10;5;5;6.6;средний;blog;Нет;2025
FINANCE_116;https://www.sciencedirect.com/science/article/pii/S0957417425020445;scholar;finance_scholar_1;1;GNN-based social media sentiment analysis for stock market forecasting and trading;www.sciencedirect.com;7;9;10;9;5;8.0;высокий;academic;Нет;2025
FINANCE_117;https://www.salesforce.com/financial-services/digital-transformation-banking;scholar;finance_scholar_41;1;What Is Digital Transformation in Banking?;www.salesforce.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
FINANCE_118;https://www.neliti.com/publications/369286/membangun-decision-support-system-berbasis-financial-technology-dalam-berinvesta;scholar;finance_scholar_20;2;Membangun Decision Support System Berbasis Financial;www.neliti.com;8;5;5;5;5;5.6;низкий;blog;Нет;2020
FINANCE_119;https://v2.rescollacomm.com/index.php/ijeer/article/download/460/374;scholar;finance_scholar_31;2;Behavioral Finance In Investment Decisions;v2.rescollacomm.com;6;5;8;5;5;5.8;низкий;blog;Нет;2023
FINANCE_120;https://www.researchgate.net/publication/372987082_Financial_decisions_and_Profitability_Empirical_Evidence;scholar;finance_scholar_30;2;Financial decisions and Profitability: Empirical Evidence;www.researchgate.net;6;9;8;9;5;7.4;средний;academic;Нет;2023
FINANCE_121;https://sageuniversity.edu.in/blogs/understanding-behavioral-finance-for-investment-decisions;scholar;finance_scholar_21;2;Understanding Behavioral Finance for Better Investment;sageuniversity.edu.in;6;5;6;5;5;5.4;низкий;blog;Нет;2024
FINANCE_122;https://gjust.ac.in/portal/upload/3.%20Jyotika%20Kundu,%20Anshula%20Garg,%20Aarti_12January2026_12-52-30-99.pdf;scholar;finance_scholar_1;2;STOCK MARKET PRICE PREDICTION USING SENTIMENT ANALYSIS OF;gjust.ac.in;7;5;10;5;5;6.4;средний;blog;Нет;2026
